bb category,product title,product description,brand,quantity or pack size,mrp,price,site name,offers,combo offers,stock availibility,image url,url,timestamp
Books,Echo Dot 33,This is a synthetic description for Echo Dot 33.,Kindle,2 pack,202,198.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-15
Kitchen,Echo Dot 47,This is a synthetic description for Echo Dot 47.,Amazon Basics,3 pack,1975,1894.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-15
Kitchen,Amazon Product 36,This is a synthetic description for Amazon Product 36.,Solimo,1 pack,1782,1627.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-14
Household,Kindle E-Reader 15,This is a synthetic description for Kindle E-Reader 15.,Amazon Basics,3 pack,1893,1865.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-06
Beauty,Kindle E-Reader 77,This is a synthetic description for Kindle E-Reader 77.,Solimo,2 pack,309,291.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-27
Books,Kindle E-Reader 84,This is a synthetic description for Kindle E-Reader 84.,Happy Belly,3 pack,728,727.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-01
Kitchen,Solimo Essential 81,This is a synthetic description for Solimo Essential 81.,Amazon Basics,2 pack,367,333.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-22
Groceries,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Happy Belly,1 pack,1250,1156.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-01-02
Electronics,Happy Belly Snack 28,This is a synthetic description for Happy Belly Snack 28.,Kindle,2 pack,1230,1213.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-09
Electronics,Echo Dot 30,This is a synthetic description for Echo Dot 30.,Fire TV,4 pack,1989,1958.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-05-25
Books,Amazon Product 63,This is a synthetic description for Amazon Product 63.,Echo,4 pack,771,715.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-15
Electronics,Solimo Essential 56,This is a synthetic description for Solimo Essential 56.,Fire TV,1 pack,106,103.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-13
Electronics,Fire Stick 19,This is a synthetic description for Fire Stick 19.,Kindle,2 pack,1567,1422.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-27
Beauty,Happy Belly Snack 11,This is a synthetic description for Happy Belly Snack 11.,Amazon Basics,1 pack,1929,1866.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-11
Books,Fire Stick 65,This is a synthetic description for Fire Stick 65.,Fire TV,1 pack,1557,1489.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-03-26
Beauty,Kindle E-Reader 75,This is a synthetic description for Kindle E-Reader 75.,Kindle,4 pack,1789,1635.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-28
Beauty,Solimo Essential 51,This is a synthetic description for Solimo Essential 51.,Solimo,2 pack,1950,1826.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-16
Household,Echo Dot 37,This is a synthetic description for Echo Dot 37.,Solimo,4 pack,1992,1958.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-15
Household,Fire Stick 73,This is a synthetic description for Fire Stick 73.,Amazon Basics,1 pack,176,162.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-15
Groceries,Happy Belly Snack 68,This is a synthetic description for Happy Belly Snack 68.,Kindle,1 pack,1612,1564.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-04
Kitchen,Echo Dot 87,This is a synthetic description for Echo Dot 87.,Echo,3 pack,1677,1580.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-17
Electronics,Echo Dot 46,This is a synthetic description for Echo Dot 46.,Fire TV,1 pack,399,389.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-12-20
Electronics,Fire Stick 63,This is a synthetic description for Fire Stick 63.,Kindle,3 pack,1008,911.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-07
Groceries,Amazon Product 99,This is a synthetic description for Amazon Product 99.,Fire TV,2 pack,203,185.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-12-19
Books,Echo Dot 17,This is a synthetic description for Echo Dot 17.,Kindle,4 pack,1782,1719.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-09
Beauty,Happy Belly Snack 45,This is a synthetic description for Happy Belly Snack 45.,Fire TV,2 pack,1784,1646.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-12-13
Electronics,Fire Stick 41,This is a synthetic description for Fire Stick 41.,Happy Belly,2 pack,1647,1578.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-22
Household,Fire Stick 52,This is a synthetic description for Fire Stick 52.,Happy Belly,3 pack,794,720.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-03
Beauty,Kindle E-Reader 64,This is a synthetic description for Kindle E-Reader 64.,Amazon Basics,3 pack,1877,1699.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-19
Household,Fire Stick 51,This is a synthetic description for Fire Stick 51.,Fire TV,3 pack,464,430.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-27
Books,Echo Dot 81,This is a synthetic description for Echo Dot 81.,Amazon Basics,1 pack,836,765.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-07
Beauty,Kindle E-Reader 69,This is a synthetic description for Kindle E-Reader 69.,Kindle,3 pack,1617,1587.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-20
Kitchen,Echo Dot 86,This is a synthetic description for Echo Dot 86.,Echo,3 pack,1689,1552.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-24
Groceries,Fire Stick 66,This is a synthetic description for Fire Stick 66.,Amazon Basics,4 pack,1670,1641.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-09
Beauty,Kindle E-Reader 8,This is a synthetic description for Kindle E-Reader 8.,Solimo,1 pack,1611,1541.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-16
Electronics,Fire Stick 25,This is a synthetic description for Fire Stick 25.,Kindle,1 pack,1010,974.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-16
Groceries,Fire Stick 73,This is a synthetic description for Fire Stick 73.,Amazon Basics,4 pack,646,645.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-01-18
Electronics,Solimo Essential 46,This is a synthetic description for Solimo Essential 46.,Happy Belly,4 pack,1383,1282.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-28
Beauty,Happy Belly Snack 60,This is a synthetic description for Happy Belly Snack 60.,Kindle,1 pack,1413,1369.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-28
Kitchen,Solimo Essential 40,This is a synthetic description for Solimo Essential 40.,Amazon Basics,3 pack,261,252.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-07-05
Household,Solimo Essential 13,This is a synthetic description for Solimo Essential 13.,Fire TV,2 pack,394,392.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-01-22
Kitchen,Kindle E-Reader 93,This is a synthetic description for Kindle E-Reader 93.,Kindle,3 pack,420,404.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-05
Groceries,Echo Dot 19,This is a synthetic description for Echo Dot 19.,Kindle,3 pack,1436,1412.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-16
Kitchen,Solimo Essential 10,This is a synthetic description for Solimo Essential 10.,Fire TV,4 pack,1689,1638.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-04
Books,Happy Belly Snack 53,This is a synthetic description for Happy Belly Snack 53.,Happy Belly,2 pack,802,799.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-09
Household,Fire Stick 31,This is a synthetic description for Fire Stick 31.,Happy Belly,2 pack,949,875.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-07-26
Electronics,Amazon Product 93,This is a synthetic description for Amazon Product 93.,Solimo,2 pack,1219,1134.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-28
Household,Amazon Product 6,This is a synthetic description for Amazon Product 6.,Kindle,4 pack,988,925.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-22
Electronics,Amazon Product 19,This is a synthetic description for Amazon Product 19.,Amazon Basics,3 pack,1797,1626.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-23
Groceries,Kindle E-Reader 49,This is a synthetic description for Kindle E-Reader 49.,Happy Belly,4 pack,1691,1527.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-13
Household,Echo Dot 33,This is a synthetic description for Echo Dot 33.,Fire TV,3 pack,1852,1733.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-12-03
Groceries,Echo Dot 13,This is a synthetic description for Echo Dot 13.,Kindle,1 pack,1659,1552.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-18
Electronics,Happy Belly Snack 73,This is a synthetic description for Happy Belly Snack 73.,Kindle,4 pack,1078,996.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-11
Groceries,Happy Belly Snack 48,This is a synthetic description for Happy Belly Snack 48.,Fire TV,4 pack,1676,1578.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-21
Kitchen,Kindle E-Reader 71,This is a synthetic description for Kindle E-Reader 71.,Amazon Basics,1 pack,309,305.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-14
Household,Amazon Product 73,This is a synthetic description for Amazon Product 73.,Happy Belly,3 pack,1945,1762.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-12
Groceries,Echo Dot 34,This is a synthetic description for Echo Dot 34.,Amazon Basics,4 pack,875,869.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-27
Kitchen,Fire Stick 44,This is a synthetic description for Fire Stick 44.,Kindle,4 pack,587,534.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-12
Groceries,Fire Stick 99,This is a synthetic description for Fire Stick 99.,Kindle,1 pack,148,143.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-26
Books,Echo Dot 74,This is a synthetic description for Echo Dot 74.,Happy Belly,1 pack,1800,1699.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-04
Books,Happy Belly Snack 10,This is a synthetic description for Happy Belly Snack 10.,Echo,1 pack,486,440.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-12-01
Kitchen,Fire Stick 24,This is a synthetic description for Fire Stick 24.,Kindle,3 pack,508,473.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-03-13
Kitchen,Amazon Product 84,This is a synthetic description for Amazon Product 84.,Fire TV,4 pack,1810,1707.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-03-04
Kitchen,Echo Dot 42,This is a synthetic description for Echo Dot 42.,Echo,3 pack,1857,1696.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-27
Groceries,Amazon Product 33,This is a synthetic description for Amazon Product 33.,Solimo,3 pack,855,799.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-23
Beauty,Echo Dot 77,This is a synthetic description for Echo Dot 77.,Fire TV,3 pack,406,398.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-02-02
Electronics,Echo Dot 86,This is a synthetic description for Echo Dot 86.,Echo,4 pack,715,649.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-06
Household,Solimo Essential 28,This is a synthetic description for Solimo Essential 28.,Kindle,3 pack,1247,1161.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-04-03
Electronics,Echo Dot 56,This is a synthetic description for Echo Dot 56.,Fire TV,2 pack,1454,1312.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-20
Beauty,Solimo Essential 71,This is a synthetic description for Solimo Essential 71.,Solimo,1 pack,125,117.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-18
Beauty,Kindle E-Reader 77,This is a synthetic description for Kindle E-Reader 77.,Kindle,4 pack,1483,1416.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-23
Beauty,Kindle E-Reader 65,This is a synthetic description for Kindle E-Reader 65.,Amazon Basics,3 pack,663,610.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-14
Electronics,Happy Belly Snack 26,This is a synthetic description for Happy Belly Snack 26.,Amazon Basics,2 pack,104,101.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-02
Kitchen,Amazon Product 50,This is a synthetic description for Amazon Product 50.,Happy Belly,3 pack,1861,1847.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-09
Kitchen,Echo Dot 6,This is a synthetic description for Echo Dot 6.,Happy Belly,2 pack,697,636.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-24
Kitchen,Echo Dot 95,This is a synthetic description for Echo Dot 95.,Happy Belly,3 pack,1089,1084.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-22
Groceries,Kindle E-Reader 33,This is a synthetic description for Kindle E-Reader 33.,Amazon Basics,4 pack,430,418.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-21
Books,Fire Stick 70,This is a synthetic description for Fire Stick 70.,Amazon Basics,4 pack,679,632.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-12-19
Electronics,Fire Stick 11,This is a synthetic description for Fire Stick 11.,Kindle,1 pack,373,355.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-10
Kitchen,Solimo Essential 26,This is a synthetic description for Solimo Essential 26.,Happy Belly,4 pack,719,691.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-03-13
Electronics,Kindle E-Reader 43,This is a synthetic description for Kindle E-Reader 43.,Kindle,4 pack,549,516.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-01
Household,Happy Belly Snack 96,This is a synthetic description for Happy Belly Snack 96.,Fire TV,3 pack,1729,1665.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-23
Beauty,Fire Stick 88,This is a synthetic description for Fire Stick 88.,Solimo,2 pack,192,181.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-26
Books,Echo Dot 92,This is a synthetic description for Echo Dot 92.,Fire TV,2 pack,1378,1275.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-14
Beauty,Happy Belly Snack 27,This is a synthetic description for Happy Belly Snack 27.,Amazon Basics,1 pack,1574,1467.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-18
Books,Amazon Product 54,This is a synthetic description for Amazon Product 54.,Echo,2 pack,1622,1494.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-27
Electronics,Kindle E-Reader 84,This is a synthetic description for Kindle E-Reader 84.,Fire TV,1 pack,1729,1567.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-20
Beauty,Solimo Essential 78,This is a synthetic description for Solimo Essential 78.,Amazon Basics,2 pack,784,732.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-04-20
Electronics,Solimo Essential 1,This is a synthetic description for Solimo Essential 1.,Solimo,2 pack,1527,1412.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-20
Beauty,Amazon Product 5,This is a synthetic description for Amazon Product 5.,Solimo,1 pack,1524,1503.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-11
Electronics,Echo Dot 68,This is a synthetic description for Echo Dot 68.,Kindle,4 pack,750,695.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-12-16
Books,Solimo Essential 19,This is a synthetic description for Solimo Essential 19.,Kindle,4 pack,298,284.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-21
Groceries,Echo Dot 78,This is a synthetic description for Echo Dot 78.,Fire TV,3 pack,973,890.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-16
Groceries,Echo Dot 8,This is a synthetic description for Echo Dot 8.,Amazon Basics,4 pack,1270,1159.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-12
Kitchen,Amazon Product 91,This is a synthetic description for Amazon Product 91.,Fire TV,2 pack,370,336.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-19
Beauty,Echo Dot 36,This is a synthetic description for Echo Dot 36.,Solimo,1 pack,1659,1636.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-01-03
Household,Amazon Product 49,This is a synthetic description for Amazon Product 49.,Kindle,4 pack,727,705.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-01-09
Kitchen,Echo Dot 62,This is a synthetic description for Echo Dot 62.,Amazon Basics,1 pack,1632,1579.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-02-10
Household,Happy Belly Snack 85,This is a synthetic description for Happy Belly Snack 85.,Kindle,4 pack,1638,1511.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-04-17
Books,Fire Stick 76,This is a synthetic description for Fire Stick 76.,Happy Belly,3 pack,1634,1494.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-21
Kitchen,Happy Belly Snack 25,This is a synthetic description for Happy Belly Snack 25.,Echo,3 pack,305,281.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-10
Kitchen,Fire Stick 39,This is a synthetic description for Fire Stick 39.,Happy Belly,1 pack,409,389.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-25
Household,Solimo Essential 32,This is a synthetic description for Solimo Essential 32.,Echo,2 pack,866,858.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-28
Household,Happy Belly Snack 17,This is a synthetic description for Happy Belly Snack 17.,Fire TV,4 pack,535,489.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-08
Groceries,Happy Belly Snack 65,This is a synthetic description for Happy Belly Snack 65.,Amazon Basics,3 pack,1927,1847.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-23
Household,Kindle E-Reader 70,This is a synthetic description for Kindle E-Reader 70.,Amazon Basics,3 pack,506,468.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-04-09
Electronics,Solimo Essential 41,This is a synthetic description for Solimo Essential 41.,Kindle,1 pack,1264,1195.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-21
Groceries,Kindle E-Reader 81,This is a synthetic description for Kindle E-Reader 81.,Amazon Basics,4 pack,274,262.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-20
Electronics,Kindle E-Reader 90,This is a synthetic description for Kindle E-Reader 90.,Fire TV,4 pack,963,896.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-03
Beauty,Fire Stick 35,This is a synthetic description for Fire Stick 35.,Happy Belly,2 pack,1924,1911.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-03
Books,Kindle E-Reader 29,This is a synthetic description for Kindle E-Reader 29.,Echo,2 pack,988,892.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-22
Groceries,Amazon Product 69,This is a synthetic description for Amazon Product 69.,Echo,4 pack,489,450.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-07-14
Kitchen,Kindle E-Reader 19,This is a synthetic description for Kindle E-Reader 19.,Fire TV,4 pack,990,948.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-01
Books,Fire Stick 23,This is a synthetic description for Fire Stick 23.,Solimo,4 pack,1145,1089.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-14
Kitchen,Kindle E-Reader 16,This is a synthetic description for Kindle E-Reader 16.,Echo,3 pack,1333,1262.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-06
Kitchen,Echo Dot 75,This is a synthetic description for Echo Dot 75.,Kindle,3 pack,239,223.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-16
Electronics,Fire Stick 78,This is a synthetic description for Fire Stick 78.,Kindle,2 pack,987,929.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-14
Electronics,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Kindle,3 pack,1573,1527.0,amazon_com,Limited time deal,10% Off with Coupon,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-11




Electronics,Samsung 10000mAh Power Bank,Fast-charging power bank.,Samsung,1 pack,1999,1599.0,amazon_com,Limited Time Deal,10% Off,True,https://example.com/img.jpg,https://amazon.com/pb1,2024-11-10
Electronics,boAt Airdopes 131,Wireless Bluetooth earbuds.,boAt,1 pack,1499,1199.0,amazon_com,Deal of the Day,,True,https://example.com/img.jpg,https://amazon.com/ad131,2024-10-15
Electronics,Mi 3A Fast Charger,Fast USB wall charger.,Mi,1 pack,899,699.0,amazon_com,Extra ₹100 Off,,True,https://example.com/img.jpg,https://amazon.com/mi3a,2025-01-01
Beauty & Personal Care,Dove Intense Repair Shampoo 650ml,Hair repair shampoo.,Dove,1 pack,550,499.0,amazon_com,Limited Deal,,True,https://example.com/img.jpg,https://amazon.com/dove650,2024-12-20
Beauty & Personal Care,Nivea Soft Light Moisturizer 200ml,Daily moisturizing cream.,Nivea,1 pack,399,340.0,amazon_com,5% Off,,True,https://example.com/img.jpg,https://amazon.com/nivea200,2024-11-18
Beauty & Personal Care,Himalaya Neem Face Wash 150ml,Herbal face wash.,Himalaya,1 pack,199,170.0,amazon_com,Special Price,,True,https://example.com/img.jpg,https://amazon.com/hnfw150,2024-09-05
Snacks & Beverages,Cadbury Dairy Milk Silk 60g,Premium chocolate bar.,Cadbury,1 pack,80,65.0,amazon_com,5% Off,,True,https://example.com/img.jpg,https://amazon.com/silk60,2025-01-22
Groceries,Nestle Maggi 12 Pack,Instant noodles family pack.,Nestlé,12 pack,240,210.0,amazon_com,Limited Time Deal,,True,https://example.com/img.jpg,https://amazon.com/maggi12,2024-08-14
Cleaning Supplies,Harpic Bathroom Cleaner 1L,Bathroom cleaning liquid.,Harpic,1 pack,180,155.0,amazon_com,Flat ₹10 Off,,True,https://example.com/img.jpg,https://amazon.com/harpic1l,2024-10-30
Home Essentials,Surf Excel Matic Detergent 2kg,Laundry detergent powder.,Surf Excel,1 pack,399,360.0,amazon_com,Special Price,,True,https://example.com/img.jpg,https://amazon.com/surf2kg,2025-02-04
